0x0000,0x0021,0x0022,0x0023,0x0024,0x0025,0x0026,0x0027,0x0028,0x0029,0x002a,0x002b,0x002c,0x002d,0x002e,0x002f,0x0030,0x0031,0x0032,0x0033,0x0034,0x0035,0x0036,0x0037,0x0038,0x0039,0x003a,0x003b,0x003c,0x003d,0x003e,0x003f,0x0040,0x0041,0x0042,0x0043,0x0044,0x0045,0x0046,0x0047,0x0048,0x0049,0x004a,0x004b,0x004c,0x004d,0x004e,0x004f,0x0050,0x0051,0x0052,0x0053,0x0054,0x0055,0x0056,0x0057,0x0058,0x0059,0x005a,0x005b,0x005c,0x005d,0x005e,0x005f,0x0060,0x0061,0x0062,0x0063,0x0064,0x0065,0x0066,0x0067,0x0068,0x0069,0x006a,0x006b,0x006c,0x006d,0x006e,0x006f,0x0070,0x0071,0x0072,0x0073,0x0074,0x0075,0x0076,0x0077,0x0078,0x0079,0x007a,0x007b,0x007c,0x007d,0x007e
0x0035,5.2358,1.8683,5.5113,2.1834,4.9990,2.0361,3.4694,3.2419,6.2029,1.4406,8.4836,3.8658,16.8333,7.8671,9.4656,1.2597,8.8234,3.3661,0.5010,14.0383,0.0000,0.3074,3.0011,0.7017,0.3235,2.4228,1.8977,2.7563,2.1061,3.3551,4.1870,9.3086,4.3821,0.6777,1.8452,0.9502,0.7226,1.4168,0.4285,1.0936,1.4598,0.9868,2.8749,3.0211,2.2501,1.0961,1.2345,1.9845,2.0339,1.0519,0.0531,15.0347,1.7332,5.7531,6.8407,5.4347,2.8680,2.4240,3.0934,4.7183,4.5609,3.6405,20.4858,2.2196,1.0319,1.3841,1.2201,3.3039,1.1081,1.3378,1.0417,3.2230,6.7758,6.6009,1.3040,4.2238,9.0556,1.6153,1.0474,2.5656,2.3347,2.4785,0.2821,5.5503,1.0150,3.2297,3.1671,2.5299,4.4323,2.0391,8.9558,4.3248,8.9214,15.4144
0x0036,3.9273,2.2778,4.0447,3.1779,5.4541,2.4770,2.7687,5.9544,3.8536,1.5106,5.0114,3.3497,5.4786,3.0784,2.9839,0.2196,11.3375,4.1367,1.2882,9.3261,0.3074,0.0000,5.3735,0.2001,0.4904,3.7912,2.6477,3.4689,4.9880,4.8364,7.9932,2.6716,3.8612,0.2555,0.3606,0.2954,0.3445,1.4969,0.3734,0.7325,4.9384,2.1698,5.2067,4.1916,3.9573,0.7033,0.2142,3.4416,1.9822,3.9841,0.2440,13.0509,0.8507,4.4076,4.4997,17.3741,5.5881,6.7531,4.3109,8.7022,5.7394,4.3892,6.6742,3.5186,0.5990,7.0786,0.9367,1.0789,0.4340,2.1921,0.6622,4.4425,10.1560,6.9838,4.2017,8.1541,4.4999,0.5666,0.2717,1.6218,2.3147,3.0460,0.3091,4.0857,1.6758,3.9543,3.4981,8.6000,7.7536,5.0569,8.2226,7.3075,15.3100,3.9118
0x0037,1.3912,3.8274,17.8619,36.9753,12.3575,21.4766,2.2365,4.9079,0.2655,2.5967,15.7185,1.2600,0.6893,1.2655,14.1597,4.4750,8.7088,0.3147,0.8632,22.4198,3.0011,5.3735,0.0000,14.9207,9.3449,1.6470,1.2689,6.4324,5.2224,2.7017,0.0740,8.5821,30.5107,10.8030,12.8571,12.9492,10.7081,2.6011,22.1007,13.5144,11.0403,5.9069,16.8407,31.2418,28.6092,13.7597,9.1948,3.9354,11.5813,20.0987,21.7811,0.6854,5.6016,1.2686,7.0254,58.5163,0.6587,6.4054,7.3987,11.7910,1.4040,5.7801,3.7161,1.7264,3.1976,11.2389,4.0272,7.6768,4.4924,4.7254,4.7609,12.6163,29.7760,3.9009,14.9745,9.3506,12.3456,8.9981,4.9908,9.3491,3.3518,0.3729,6.8722,8.4715,1.9796,0.8760,9.2196,5.3662,0.4974,2.7379,30.7922,3.4136,2.1252,8.7885
0x0038,6.0843,1.9546,6.0654,2.1109,2.4676,1.2947,3.7523,2.7839,2.5478,0.6615,5.4978,2.4639,2.5298,3.3657,2.5752,0.0741,6.7836,2.6062,0.4572,8.4912,0.7017,0.2001,14.9207,0.0000,0.5819,1.5840,1.8217,2.4271,1.8877,1.6281,1.4918,1.0386,1.0218,0.0845,0.5633,0.2310,0.4159,0.8532,2.5973,0.4504,4.1238,0.3307,2.4460,1.3951,0.7649,0.3809,1.3262,6.5135,0.8062,0.5083,0.4494,12.9116,0.9361,4.4187,1.9179,6.2822,3.1692,1.4717,3.7859,4.2195,4.4815,3.5643,6.9470,1.3092,0.0883,0.9717,0.4119,0.9745,0.3059,8.0523,1.0862,2.0861,3.1904,7.0787,1.3690,3.0212,7.4721,0.4196,0.1835,0.6950,0.6566,3.3170,0.2529,2.6537,0.2839,4.1824,7.9515,2.8140,1.5292,1.0295,6.7224,3.4777,8.4196,2.2474
0x0039,2.1848,2.1043,5.5989,4.9315,2.7091,1.2482,5.8694,4.3394,4.5450,1.1525,4.5316,3.3629,4.9170,5.3010,4.4423,0.0744,8.0185,1.1802,0.6014,30.5887,0.3235,0.4904,9.3449,0.5819,0.0000,1.8977,7.0180,5.0552,2.8033,2.4049,1.3821,3.4224,3.5171,0.2832,1.4471,0.4925,3.0861,2.3247,1.8027,0.9492,4.5159,1.3977,6.7438,4.1068,3.7681,1.9234,0.1866,2.2755,0.9756,2.9380,0.3684,9.7697,0.4096,1.5190,2.2215,11.9904,7.2589,6.5458,6.7340,5.6686,2.7749,8.5856,10.2003,3.4678,0.8420,4.3831,1.8647,6.3649,1.0641,8.7311,0.0629,3.3871,10.2411,9.2546,4.8510,6.0624,7.0823,0.4666,0.2112,1.5389,3.2476,2.6643,0.2547,2.9527,0.9025,2.9969,1.8539,11.8415,0.8813,5.0080,8.4897,5.0818,3.6698,8.7883
0x003a,1.6219,25.7459,3.5448,1.9007,9.1295,3.8551,130.3703,1.4420,2.9194,10.4067,11.5592,102.1930,58.8613,76.0949,1.2280,3.0895,2.7597,1.4734,2.5687,9.3204,2.4228,3.7912,1.6470,1.5840,1.8977,0.0000,0.1140,76.7023,40.9054,71.4379,17.1829,543.2546,10.8324,2.1238,3.6450,3.2052,2.5061,4.7093,4.4771,1.9119,1.5326,3.5564,3.9678,5.2563,3.5787,3.3827,2.8487,5.7556,2.3080,4.3133,3.8083,1.8652,1.7762,6.6300,7.7161,2.4554,5.6020,1.4575,38.2521,21.0346,31.4033,38.9384,138.6089,2.3594,3.1609,2.6775,2.3927,2.9242,1.8066,2.9058,2.1094,2.9785,2.6756,1.4499,4.3836,1.1485,5.4330,2.7715,6.0491,1.9491,3.2542,6.5373,1.3662,3.6635,2.8026,6.8557,3.8915,11.7315,4.5100,3.1553,140.0816,11.5030,98.0987,124.9491
0x003b,0.7853,69.4523,6.0710,1.6474,7.2180,1.4072,514.9764,2.7238,0.3379,15.4700,7.5543,280.4611,304.0067,383.0239,0.9909,3.7277,0.9444,2.9519,2.4899,3.3980,1.8977,2.6477,1.2689,1.8217,7.0180,0.1140,0.0000,34.0364,50.4452,27.3353,10.0444,241.8126,4.8140,2.0756,4.5914,3.8418,1.3251,5.0068,2.0750,1.2444,1.5188,0.8718,3.0713,6.6867,2.9830,10.4529,5.4646,5.4645,3.5879,3.9643,1.3597,1.9782,3.4205,2.8115,16.2785,7.7089,3.4875,1.6947,11.7735,35.4338,3.2675,21.4935,102.0600,6.1039,5.4909,3.1468,6.1856,2.2386,1.7150,4.5573,3.5515,3.9877,1.1894,0.4920,4.2126,0.8222,13.1925,7.0508,7.1838,4.5811,5.3278,27.0248,5.8360,3.5482,3.7968,8.8510,9.3253,4.9261,3.7349,6.1951,75.7099,2.4106,19.5062,89.9690
0x003c,31.9609,41.1945,9.5294,2.7350,5.3746,3.4157,1969.7885,1.4710,22.6929,16.0512,20.3248,691.2028,2793.4941,5876.8584,16.6074,3.5815,9.8318,1.7248,7.8606,2.4537,2.7563,3.4689,6.4324,2.4271,5.0552,76.7023,34.0364,0.0000,7.6580,41.6655,17.9969,19.4220,3.2700,3.3595,2.3563,6.1817,3.1927,3.1436,5.4571,3.1479,7.0772,3.0171,4.2249,3.1244,2.2150,4.1070,3.6876,6.8060,8.0516,3.0075,1.1487,4.0619,3.0273,3.5385,3.0388,5.8417,3.2435,4.4523,23.4696,52.8004,21.4643,1.3877,7.5851,5.6590,4.3430,7.8847,2.8012,1.8610,2.4260,3.9084,3.5683,5.0787,7.8742,8.6748,3.7453,11.4099,7.2682,4.5808,4.6658,11.2793,3.2734,6.7877,10.1229,2.6317,3.7048,3.7256,10.1981,2.4886,4.5803,4.7177,19.1969,29.9771,99.0383,1.9768
0x003d,33.3658,77.2865,5.3787,1.6718,1.4442,2.1164,446.6617,26.0101,17.3903,8.9285,31.0772,115.9761,836.5104,1868.6616,20.1065,3.9404,6.0298,0.6686,2.6278,9.0877,2.1061,4.9880,5.2224,1.8877,2.8033,40.9054,50.4452,7.6580,0.0000,4.1704,30.8730,133.5690,4.4405,3.0341,1.4373,5.1215,4.5985,1.9559,5.1791,2.3479,3.4095,3.7914,2.3795,12.6758,2.7394,2.7029,3.8241,12.1065,6.1598,2.4881,2.2410,5.6049,3.5703,2.9417,2.0620,2.2011,8.3148,0.6176,144.2353,158.6142,186.7805,7.4168,10.3681,8.7834,2.1631,5.2695,2.3546,4.5538,1.3630,11.0159,6.2543,4.0182,6.2676,7.6626,3.1605,21.0670,3.2819,1.6662,2.0356,5.1134,2.9385,13.6960,3.3768,2.6466,2.4321,4.7569,1.6229,1.2098,4.7336,0.5979,291.9691,112.1431,220.4787,3.4190
0x003e,36.8967,33.2120,4.5735,1.7091,5.2343,3.4565,1993.4397,36.0980,3.0446,15.5971,28.4748,759.8883,1923.0973,7394.4985,41.6239,2.6780,6.7629,5.2014,3.8803,5.7875,3.3551,4.8364,2.7017,1.6281,2.4049,71.4379,27.3353,41.6655,4.1704,0.0000,3.4939,142.2724,3.9419,3.6354,3.4599,4.0283,5.7922,3.5618,10.2926,2.9355,7.4270,7.0621,3.9884,7.6385,2.5954,1.9637,5.0735,2.7402,7.2252,2.3744,3.8438,4.5401,3.8616,3.3727,7.0755,2.3583,3.9340,2.8179,20.3077,65.1132,33.0568,1.2900,3.9662,1.5546,3.3878,1.7829,17.3671,6.1328,14.1966,16.8171,5.8365,4.5174,4.2243,8.8124,4.6174,17.1191,5.4515,4.7954,7.9311,2.4972,10.5898,8.0911,8.3150,7.0117,5.4924,4.4287,3.3298,4.1592,2.1155,5.8170,92.5053,29.6037,35.4804,1.5077
0x003f,5.7296,77.2680,5.9646,3.3923,3.3382,3.8581,2294.6262,11.6733,1.9722,15.2832,10.2840,624.7096,2838.3860,5907.5664,15.4442,2.1239,6.0083,1.8171,2.6309,13.9215,4.1870,7.9932,0.0740,1.4918,1.3821,17.1829,10.0444,17.9969,30.8730,3.4939,0.0000,15.7769,12.0443,2.1372,2.4320,1.3049,1.6639,2.9178,3.3160,1.2376,9.1004,1.5916,3.9465,8.9639,4.3618,5.1365,3.8924,0.4652,2.7541,2.7064,4.6315,2.8071,2.0260,0.4939,5.1916,3.2081,0.8824,1.8879,7.9957,3.8322,1.2622,25.4497,18.8329,1.6047,10.3223,4.9466,2.9523,6.3620,3.3436,1.5699,0.9717,3.8260,16.7695,1.4971,3.6991,6.8993,8.0442,5.3695,9.5924,1.4481,1.2491,3.1225,9.2367,4.1243,5.1623,1.4207,4.6527,6.6492,0.5074,0.9698,18.5157,3.7031,6.2164,28.2032
0x0040,80.9816,331.5831,6.4694,12.2860,14.4278,2.7665,10165.7422,71.0288,23.5069,45.2237,175.8013,3403.7153,6246.0015,11556.2607,63.9960,1.4427,11.0500,2.9489,11.9514,13.3165,9.3086,2.6716,8.5821,1.0386,3.4224,543.2546,241.8126,19.4220,133.5690,142.2724,15.7769,0.0000,5.1684,2.3003,2.4114,1.6675,2.1515,12.0718,4.0840,2.6863,10.3300,3.5840,6.4323,19.3426,1.3078,1.8853,1.4947,5.8677,2.4224,2.3344,4.7642,39.9897,1.3008,8.2761,9.3344,14.6461,29.7533,5.5271,4.8908,3.4058,2.5512,8.2683,7.6169,2.3869,4.4016,5.3804,2.9777,4.8159,2.0156,29.4497,0.4104,4.7960,17.4457,7.6764,10.2282,24.7637,11.8447,3.7215,1.8828,2.8617,2.6544,195.7763,25.4550,16.2624,5.3135,31.0442,37.3290,27.9005,22.4112,15.5290,8.8633,3.1995,5.2813,3.9720
0x0041,5.7737,4.5188,6.0263,5.9657,3.8874,7.2174,1.6345,4.2857,1.7583,1.0309,6.7242,2.0062,2.5008,2.7509,5.6072,2.6988,16.0432,4.2453,3.3508,2.3041,4.3821,3.8612,30.5107,1.0218,3.5171,10.8324,4.8140,3.2700,4.4405,3.9419,12.0443,5.1684,0.0000,2.5192,11.1798,8.9707,6.9825,4.3078,6.2809,10.4634,5.8899,3.5033,2.3953,1.3716,8.2785,2.9384,8.0768,4.6763,15.3455,0.9532,4.9884,19.3060,6.5066,43.8492,14.8915,3.3896,23.8038,4.5608,6.9411,3.8422,10.2076,0.5568,4.5765,2.7863,1.8773,2.7618,10.0453,3.5263,11.2431,45.4940,8.1019,0.6378,4.8660,7.9255,3.6645,20.9121,6.4663,1.3542,7.5128,8.6943,8.5104,53.4075,5.5714,10.5656,18.9099,49.0668,15.8799,3.1114,20.6824,3.9320,8.0879,5.9223,9.8778,3.4058
0x0042,2.4025,3.8990,7.7348,5.6575,1.9064,2.2809,8.1123,2.1116,4.6311,0.9645,10.0059,2.6045,4.0244,3.7534,3.4742,0.1528,13.2904,1.9854,0.5506,21.1133,0.6777,0.2555,10.8030,0.0845,0.2832,2.1238,2.0756,3.3595,3.0341,3.6354,2.1372,2.3003,2.5192,0.0000,1.8409,0.1704,1.5477,1.4577,0.5491,1.3058,2.1491,0.5588,2.1926,0.7867,0.5469,0.7473,0.2163,0.7331,0.3318,0.3512,0.3232,9.8146,0.6183,2.9405,1.4896,3.5153,2.3858,0.9340,2.2451,4.0491,5.3215,2.6468,3.0114,4.9991,0.3083,0.6995,2.3924,5.4591,5.4720,20.8298,0.6866,0.8956,20.5170,15.1645,1.4562,8.3494,17.0007,1.8790,1.8766,0.5028,7.3236,30.9722,2.2380,8.6386,1.6147,37.7844,3.5166,6.9871,7.2801,6.0172,3.8370,4.1100,7.6759,8.6128
0x0043,2.8723,5.8468,3.7075,2.4582,5.7548,2.7656,4.0499,1.7467,8.6544,3.3768,8.4972,4.5958,4.9081,5.2172,3.1709,0.2995,3.9804,1.8189,3.3836,11.0582,1.8452,0.3606,12.8571,0.5633,1.4471,3.6450,4.5914,2.3563,1.4373,3.4599,2.4320,2.4114,11.1798,1.8409,0.0000,0.9924,2.0404,4.3637,3.5204,1.9848,2.1704,1.8747,7.3810,1.7582,6.7414,1.3415,0.7934,3.9988,0.5088,1.2436,1.3938,4.7307,1.0797,2.9945,6.3840,8.1730,4.1520,2.6274,2.4145,2.9342,5.5451,3.6287,5.5525,5.9011,2.7757,3.0631,0.0439,5.1666,0.8597,31.4002,0.6202,4.2346,6.5816,6.5157,3.5574,9.9392,4.1215,1.7490,0.6816,7.9645,2.5389,121.3792,4.1157,4.9070,1.9480,10.1912,3.5318,7.6220,7.6950,4.7826,3.2647,4.2779,11.4757,7.7678
0x0044,4.0082,2.5577,5.6884,7.2852,3.6111,1.2166,3.2532,2.2964,4.6752,2.1250,10.4840,2.4820,2.9649,2.5888,2.2391,1.2461,10.5860,1.9107,0.5381,25.2232,0.9502,0.2954,12.9492,0.2310,0.4925,3.2052,3.8418,6.1817,5.1215,4.0283,1.3049,1.6675,8.9707,0.1704,0.9924,0.0000,1.3464,1.1219,0.5545,1.7519,4.0783,1.1445,3.5452,4.4866,1.8920,1.8799,0.0520,0.5637,0.1882,1.8526,1.0235,9.7323,0.2328,3.7656,4.2064,10.4065,4.7864,3.0201,4.7902,4.4949,4.8079,3.9063,5.6996,4.5564,1.6306,0.2274,4.0347,9.1633,2.8308,25.5561,0.2908,0.6698,12.7474,8.9102,3.4535,17.1067,5.3523,0.5636,0.2188,0.2611,10.3996,26.9326,4.9247,12.1931,2.3491,13.8720,13.7370,13.4054,7.7760,9.4057,8.9623,6.2511,9.3251,10.4351
0x0045,3.0603,1.2621,4.6121,4.2204,7.4580,1.3840,2.4426,2.1511,2.2277,1.6520,10.3013,2.2281,5.1121,2.8287,6.5179,1.2571,4.0676,2.5575,1.4420,12.7580,0.7226,0.3445,10.7081,0.4159,3.0861,2.5061,1.3251,3.1927,4.5985,5.7922,1.6639,2.1515,6.9825,1.5477,2.0404,1.3464,0.0000,0.4903,0.3902,1.2530,1.9468,1.2321,2.0434,4.1189,1.3155,1.2243,0.7889,5.1607,1.5857,1.3720,0.2681,11.2491,1.3091,4.9874,1.8538,4.9029,2.0914,1.9147,1.8233,5.0226,3.8601,1.8962,13.6134,4.5643,1.8164,10.9480,2.1581,1.7207,2.1962,12.3131,3.5766,2.4695,10.6660,6.0315,2.0150,13.2663,15.4223,3.1095,2.8276,7.9936,4.0867,78.6922,1.9183,25.0841,2.7618,18.3247,4.4870,7.7975,7.0253,5.7560,8.9489,3.5619,4.7087,4.3035
0x0046,8.6221,2.2993,23.9567,10.0095,17.7684,11.6782,5.1916,8.2065,5.3896,2.4510,10.0605,5.1241,6.4018,2.8079,5.4856,4.9443,18.1534,2.3677,5.6948,17.4872,1.4168,1.4969,2.6011,0.8532,2.3247,4.7093,5.0068,3.1436,1.9559,3.5618,2.9178,12.0718,4.3078,1.4577,4.3637,1.1219,0.4903,0.0000,8.0851,9.1003,11.8375,7.8581,4.2928,13.5277,15.8002,6.5690,5.5238,0.1811,16.9390,4.2230,1.8104,13.4474,10.3419,2.6433,8.4162,15.2039,7.8010,5.7717,8.5070,16.1409,15.0508,7.0372,4.3418,2.5197,2.7464,1.7211,8.6608,9.3385,13.5570,4.8268,1.2158,1.9937,18.0654,15.0008,3.8477,21.0012,20.4909,1.6659,4.2252,0.8712,9.7047,2.7757,7.2993,14.3603,12.1427,11.8931,6.3647,6.2864,1.3542,4.0497,23.8887,10.8372,13.2711,2.7127
0x0047,10.2793,1.8123,8.3456,2.5725,8.0742,1.3232,2.4889,10.8175,4.2316,2.7519,5.5527,1.7801,1.3207,0.9199,4.8279,1.7238,7.3450,3.8094,1.5135,6.0868,0.4285,0.3734,22.1007,2.5973,1.8027,4.4771,2.0750,5.4571,5.1791,10.2926,3.3160,4.0840,6.2809,0.5491,3.5204,0.5545,0.3902,8.0851,0.0000,2.3372,9.6594,3.0770,17.5561,3.6255,12.8018,4.5454,0.2632,7.2321,0.4040,4.0661,1.9590,13.6369,2.1746,7.6901,6.4421,17.1350,10.2553,5.1304,10.2893,3.1338,5.7179,4.3442,4.2836,1.9031,5.2215,7.3615,5.7675,2.8401,2.0290,19.6797,1.7113,3.8128,25.9981,13.7268,7.1873,13.9692,4.3832,2.5792,2.0453,6.5411,4.7459,66.6752,3.9619,20.4546,2.7673,27.8712,6.7889,10.4858,9.0158,29.3195,19.2711,5.0228,10.4199,3.1495
0x0048,2.0937,3.4918,5.7018,2.8952,1.3557,1.4172,2.5306,3.5282,5.9467,0.9208,14.7365,4.5002,5.4731,4.2238,1.8311,1.2246,12.9755,1.6858,1.1548,44.4714,1.0936,0.7325,13.5144,0.4504,0.9492,1.9119,1.2444,3.1479,2.3479,2.9355,1.2376,2.6863,10.4634,1.3058,1.9848,1.7519,1.2530,9.1003,2.3372,0.0000,2.2557,1.4714,0.7481,2.4252,0.4670,0.1558,0.8048,1.7006,1.0300,0.3340,0.6254,6.6324,0.4769,1.4132,0.3713,2.9952,1.1480,2.0176,5.0049,2.1664,6.0395,3.5553,7.5585,4.3337,2.8960,3.4927,7.2266,2.0383,6.8867,35.4137,4.3840,0.6061,16.4491,14.9426,7.3016,21.1844,5.2111,0.5359,5.5117,2.2644,2.0262,26.1218,9.1849,31.5118,0.9738,10.9598,2.0617,11.1127,2.2391,9.7441,7.5672,5.6573,7.2874,4.7433
0x0049,0.7594,1.7834,7.3562,8.3443,12.2771,15.0711,8.7068,1.0016,0.7611,7.2813,21.5608,3.1764,1.1197,5.6904,1.2804,9.1707,0.6033,0.6469,1.7654,27.5172,1.4598,4.9384,11.0403,4.1238,4.5159,1.5326,1.5188,7.0772,3.4095,7.4270,9.1004,10.3300,5.8899,2.1491,2.1704,4.0783,1.9468,11.8375,9.6594,2.2557,0.0000,1.3689,8.0084,11.3973,10.2832,8.2420,5.6995,4.3093,15.2230,5.0609,3.3147,9.8504,6.6547,9.9119,8.5931,4.4551,5.9095,1.1880,0.9032,2.2536,1.0786,29.5598,1.6622,8.4159,7.1469,4.6435,7.3784,5.4675,31.1888,30.8383,3.9161,8.6131,1.4051,0.3487,4.2160,0.3612,5.8376,16.6642,20.7309,4.0915,4.5882,33.7843,9.2024,27.1449,8.5064,7.1114,7.0461,3.9499,6.5436,1.5789,4.9402,2.0304,4.9468,4.2873
0x004a,1.9704,4.3741,14.3853,9.2759,10.2700,4.5920,1.8005,14.1703,0.9619,4.9209,10.6867,1.1540,2.9567,1.5328,3.4402,0.7088,0.9484,1.0250,0.9622,14.0900,0.9868,2.1698,5.9069,0.3307,1.3977,3.5564,0.8718,3.0171,3.7914,7.0621,1.5916,3.5840,3.5033,0.5588,1.8747,1.1445,1.2321,7.8581,3.0770,1.4714,1.3689,0.0000,6.7220,8.5677,6.5358,3.1726,1.8614,10.1582,3.1694,3.3828,0.8019,8.0409,2.8882,4.2678,6.4866,8.9136,15.3961,1.6050,6.1135,15.7505,0.7805,4.1857,3.3733,1.6895,2.9370,3.2904,2.7673,0.7384,3.2230,77.6436,1.2255,3.3222,4.3497,0.6199,4.6926,5.9447,16.4045,5.5931,2.1900,6.6833,1.6661,20.6039,2.9393,31.4960,2.2674,14.6108,5.9657,4.8485,2.7878,2.3807,29.0579,3.4138,1.0809,5.1601
0x004b,4.2492,6.3312,4.1290,5.0943,2.9202,3.0301,2.7237,2.4868,4.0957,1.6365,7.3214,3.6652,3.3567,3.1449,4.5260,3.7883,18.1747,4.7864,4.6217,20.6825,2.8749,5.2067,16.8407,2.4460,6.7438,3.9678,3.0713,4.2249,2.3795,3.9884,3.9465,6.4323,2.3953,2.1926,7.3810,3.5452,2.0434,4.2928,17.5561,0.7481,8.0084,6.7220,0.0000,1.4307,0.2102,0.2254,2.4750,6.3546,4.7036,0.6385,2.0881,9.6819,1.4675,5.5617,1.0863,0.0874,1.0872,0.8902,4.0493,4.4049,4.6033,2.6955,3.4399,4.3363,5.5618,4.5874,15.3225,10.3863,19.9281,47.4599,2.8763,2.5370,20.8479,15.7734,1.0445,16.8929,28.7825,7.8707,14.1709,5.6640,13.7416,72.6355,10.8288,10.7402,5.4370,75.7507,22.1304,0.4292,5.4520,11.3709,7.2377,4.4056,12.5300,2.0242
0x004c,3.4776,4.3879,29.9791,8.3762,14.8811,9.9798,1.3287,0.9415,7.4998,4.8186,7.6573,3.5090,3.2772,4.1232,10.5117,2.9435,2.2455,7.4940,4.4918,13.4323,3.0211,4.1916,31.2418,1.3951,4.1068,5.2563,6.6867,3.1244,12.6758,7.6385,8.9639,19.3426,1.3716,0.7867,1.7582,4.4866,4.1189,13.5277,3.6255,2.4252,11.3973,8.5677,1.4307,0.0000,24.9108,21.2077,6.3472,5.1005,9.4152,17.9696,4.2364,25.0985,17.9730,41.2381,76.3263,16.2974,76.6072,6.0303,6.9117,9.6952,7.8926,12.2737,7.5286,39.1349,3.2301,4.3189,2.0980,2.0485,15.6246,31.4690,5.4111,1.9661,1.2307,7.8248,1.5215,2.1655,20.4685,4.7341,6.8348,2.8430,6.2702,25.0158,14.6922,16.7095,8.9409,96.3241,24.8010,6.3013,14.5090,14.7897,8.8138,3.8561,24.7803,7.1588
0x004d,1.7358,4.6660,5.8681,3.9381,1.7275,3.8229,2.3450,2.0291,3.6407,1.3530,5.1477,3.2231,1.7227,3.6346,1.5005,2.2235,22.6889,3.1405,2.4223,12.8954,2.2501,3.9573,28.6092,0.7649,3.7681,3.5787,2.9830,2.2150,2.7394,2.5954,4.3618,1.3078,8.2785,0.5469,6.7414,1.8920,1.3155,15.8002,12.8018,0.4670,10.2832,6.5358,0.2102,24.9108,0.0000,0.3312,1.4665,4.9393,1.5742,0.9960,0.8491,3.8828,0.8014,1.9823,1.4051,0.4337,5.5707,1.4650,5.7529,3.9444,4.6807,2.8590,3.8307,5.4051,1.7570,4.9991,19.0380,5.4654,3.2596,34.1063,7.5842,2.2025,14.5966,15.6095,0.4644,22.2887,12.4951,2.3302,5.4341,13.3317,9.6088,117.3747,10.9269,25.5226,2.2842,39.9771,21.8683,1.8815,6.1372,4.4290,9.1787,2.9456,9.1429,3.8024
0x004e,2.8689,3.7909,9.0139,1.9300,2.2626,1.6145,2.5066,3.0631,3.6768,1.2278,8.5328,2.1052,1.9862,3.3285,2.5403,0.9896,8.8350,3.1736,1.1658,26.8107,1.0961,0.7033,13.7597,0.3809,1.9234,3.3827,10.4529,4.1070,2.7029,1.9637,5.1365,1.8853,2.9384,0.7473,1.3415,1.8799,1.2243,6.5690,4.5454,0.1558,8.2420,3.1726,0.2254,21.2077,0.3312,0.0000,0.8772,2.2469,2.0045,0.5491,1.9954,7.4583,1.1475,2.0851,0.2341,1.1169,3.2880,2.6464,4.2508,7.4194,5.5761,5.7179,2.3783,4.0212,1.3957,4.7381,4.6212,0.7192,4.5785,54.4363,1.9316,0.4799,22.2375,9.5150,0.9298,15.3108,5.4645,5.0857,2.7395,10.5920,5.0484,47.7321,3.7528,25.8843,3.0998,32.1367,1.1742,3.3803,1.3022,17.3513,11.1241,4.5478,7.0967,2.1007
0x004f,3.7163,1.6276,5.2719,3.7221,3.6847,0.7925,3.1259,4.7111,6.0904,1.3220,6.3780,4.0423,2.1262,3.7403,2.7744,0.1107,12.3044,2.8404,1.6216,9.6349,1.2345,0.2142,9.1948,1.3262,0.1866,2.8487,5.4646,3.6876,3.8241,5.0735,3.8924,1.4947,8.0768,0.2163,0.7934,0.0520,0.7889,5.5238,0.2632,0.8048,5.6995,1.8614,2.4750,6.3472,1.4665,0.8772,0.0000,1.6020,1.1426,3.0295,2.6393,10.9929,0.4004,3.1741,7.2326,20.5603,9.9982,5.1255,6.8287,3.1001,7.6201,3.8002,2.6915,5.0972,0.9895,3.5189,1.0096,2.9228,0.4751,17.4402,0.3047,2.1171,23.8944,6.9693,4.5962,17.9412,8.1579,0.5549,0.0821,1.0639,2.6066,35.2738,4.9246,14.9378,0.5229,19.6644,8.5565,21.7150,5.0967,6.5758,17.0955,6.2018,7.9835,1.7287
0x0050,4.3592,3.2058,8.7110,23.6941,28.9705,13.1825,6.3064,3.4918,7.7659,2.9036,18.1913,4.7652,9.3819,3.3722,4.0297,0.3499,21.0220,3.1076,4.0815,24.1487,1.9845,3.4416,3.9354,6.5135,2.2755,5.7556,5.4645,6.8060,12.1065,2.7402,0.4652,5.8677,4.6763,0.7331,3.9988,0.5637,5.1607,0.1811,7.2321,1.7006,4.3093,10.1582,6.3546,5.1005,4.9393,2.2469,1.6020,0.0000,8.9775,11.5911,5.4874,3.5651,2.4839,2.9940,16.4138,24.4177,8.3138,8.2989,7.3681,10.1024,7.7247,18.3827,8.4088,2.2756,2.7783,0.9824,12.3363,25.0414,16.5386,12.1045,2.2239,1.4553,38.2974,23.4651,2.5073,13.1881,12.4925,3.3996,2.5428,0.0741,4.9444,9.0171,13.2820,10.4912,8.4944,2.8983,6.7694,12.3653,1.2828,8.1529,21.2732,6.4666,15.3959,8.4036
